scenario_a,t,region,DEV_ch_fa_kW
1,1,1,0.000000
1,1,2,0.000000
1,1,3,0.000000
1,2,1,0.000000
1,2,2,0.000000
1,2,3,0.000000
1,3,1,0.000000
1,3,2,0.000000
1,3,3,0.000000
1,4,1,0.000000
1,4,2,0.000000
1,4,3,0.000000
1,5,1,0.000000
1,5,2,0.000000
1,5,3,0.000000
1,6,1,0.000000
1,6,2,0.000000
1,6,3,265.950180
1,7,1,371.824890
1,7,2,0.000000
1,7,3,194.408619
1,8,1,142.690986
1,8,2,326.490648
1,8,3,478.190181
1,9,1,144.633918
1,9,2,456.927588
1,9,3,480.000000
1,10,1,317.494389
1,10,2,683.610531
1,10,3,427.804584
1,11,1,66.644199
1,11,2,236.075379
1,11,3,204.202503
1,12,1,229.421043
1,12,2,376.319886
1,12,3,93.678108
1,13,1,0.000000
1,13,2,537.061095
1,13,3,389.100612
1,14,1,303.560157
1,14,2,222.929616
1,14,3,807.258561
1,15,1,0.000000
1,15,2,268.201185
1,15,3,375.866787
1,16,1,34.404540
1,16,2,892.610739
1,16,3,1212.616809
1,17,1,356.662317
1,17,2,468.979560
1,17,3,602.719509
1,18,1,297.781713
1,18,2,380.404122
1,18,3,891.592902
1,19,1,179.407206
1,19,2,180.374712
1,19,3,0.000000
1,20,1,99.731829
1,20,2,134.400000
1,20,3,0.000000
1,21,1,0.000000
1,21,2,0.000000
1,21,3,142.569627
1,22,1,0.000000
1,22,2,152.988981
1,22,3,0.000000
1,23,1,0.000000
1,23,2,0.000000
1,23,3,0.000000
1,24,1,0.000000
1,24,2,0.000000
1,24,3,0.000000
2,1,1,0.000000
2,1,2,0.000000
2,1,3,0.000000
2,2,1,0.000000
2,2,2,0.000000
2,2,3,0.000000
2,3,1,0.000000
2,3,2,0.000000
2,3,3,0.000000
2,4,1,0.000000
2,4,2,0.000000
2,4,3,0.000000
2,5,1,0.000000
2,5,2,0.000000
2,5,3,0.000000
2,6,1,0.000000
2,6,2,0.000000
2,6,3,30.757395
2,7,1,48.514863
2,7,2,316.335399
2,7,3,278.204487
2,8,1,679.623714
2,8,2,149.043291
2,8,3,332.436978
2,9,1,36.808323
2,9,2,145.171818
2,9,3,322.628193
2,10,1,780.311601
2,10,2,432.437817
2,10,3,720.228963
2,11,1,141.394611
2,11,2,0.000000
2,11,3,0.000000
2,12,1,0.000000
2,12,2,0.000000
2,12,3,210.423516
2,13,1,931.469169
2,13,2,477.601800
2,13,3,267.772872
2,14,1,316.773033
2,14,2,310.997091
2,14,3,270.170412
2,15,1,162.931569
2,15,2,440.965623
2,15,3,181.310490
2,16,1,127.959882
2,16,2,782.978013
2,16,3,669.798435
2,17,1,334.328850
2,17,2,1088.853645
2,17,3,282.469521
2,18,1,582.010593
2,18,2,371.441670
2,18,3,313.795413
2,19,1,66.756582
2,19,2,109.261791
2,19,3,0.000000
2,20,1,184.454148
2,20,2,142.978071
2,20,3,488.713878
2,21,1,0.000000
2,21,2,181.768416
2,21,3,0.000000
2,22,1,115.086408
2,22,2,0.000000
2,22,3,0.000000
2,23,1,0.000000
2,23,2,0.000000
2,23,3,0.000000
2,24,1,0.000000
2,24,2,0.000000
2,24,3,0.000000
3,1,1,0.000000
3,1,2,0.000000
3,1,3,0.000000
3,2,1,0.000000
3,2,2,0.000000
3,2,3,0.000000
3,3,1,0.000000
3,3,2,0.000000
3,3,3,0.000000
3,4,1,0.000000
3,4,2,0.000000
3,4,3,0.000000
3,5,1,0.000000
3,5,2,0.000000
3,5,3,0.000000
3,6,1,0.000000
3,6,2,0.000000
3,6,3,301.037406
3,7,1,318.146025
3,7,2,0.000000
3,7,3,342.083385
3,8,1,165.711918
3,8,2,314.255412
3,8,3,765.939360
3,9,1,90.000000
3,9,2,301.410186
3,9,3,277.468317
3,10,1,235.900446
3,10,2,921.363423
3,10,3,510.549648
3,11,1,62.791089
3,11,2,284.059419
3,11,3,178.108728
3,12,1,330.137817
3,12,2,269.182572
3,12,3,94.821759
3,13,1,0.000000
3,13,2,641.297709
3,13,3,551.515431
3,14,1,432.647199
3,14,2,230.702892
3,14,3,928.457484
3,15,1,0.000000
3,15,2,221.030910
3,15,3,652.415529
3,16,1,49.335381
3,16,2,580.900623
3,16,3,935.395719
3,17,1,251.403966
3,17,2,647.531712
3,17,3,739.404018
3,18,1,637.194198
3,18,2,580.362756
3,18,3,769.680567
3,19,1,146.118771
3,19,2,130.699614
3,19,3,0.000000
3,20,1,154.344363
3,20,2,93.791910
3,20,3,0.000000
3,21,1,0.000000
3,21,2,0.000000
3,21,3,164.865393
3,22,1,0.000000
3,22,2,171.972978
3,22,3,0.000000
3,23,1,0.000000
3,23,2,0.000000
3,23,3,0.000000
3,24,1,0.000000
3,24,2,0.000000
3,24,3,0.000000
4,1,1,0.000000
4,1,2,0.000000
4,1,3,0.000000
4,2,1,0.000000
4,2,2,0.000000
4,2,3,0.000000
4,3,1,0.000000
4,3,2,0.000000
4,3,3,0.000000
4,4,1,0.000000
4,4,2,0.000000
4,4,3,0.000000
4,5,1,0.000000
4,5,2,0.000000
4,5,3,0.000000
4,6,1,0.000000
4,6,2,0.000000
4,6,3,36.186603
4,7,1,40.184895
4,7,2,208.054317
4,7,3,181.551111
4,8,1,396.964773
4,8,2,109.450212
4,8,3,456.901908
4,9,1,27.979785
4,9,2,111.201810
4,9,3,378.003147
4,10,1,517.034313
4,10,2,311.658159
4,10,3,827.425998
4,11,1,158.910816
4,11,2,0.000000
4,11,3,0.000000
4,12,1,0.000000
4,12,2,0.000000
4,12,3,197.985921
4,13,1,1151.913606
4,13,2,443.219550
4,13,3,177.353874
4,14,1,384.805452
4,14,2,270.515763
4,14,3,239.916588
4,15,1,154.631235
4,15,2,605.930559
4,15,3,185.300490
4,16,1,111.852933
4,16,2,884.375859
4,16,3,600.933318
4,17,1,429.773490
4,17,2,1101.719091
4,17,3,272.161575
4,18,1,618.733692
4,18,2,334.519833
4,18,3,471.198942
4,19,1,58.493418
4,19,2,92.010213
4,19,3,0.000000
4,20,1,206.238537
4,20,2,175.280109
4,20,3,270.000000
4,21,1,0.000000
4,21,2,146.461941
4,21,3,0.000000
4,22,1,131.956779
4,22,2,0.000000
4,22,3,0.000000
4,23,1,0.000000
4,23,2,0.000000
4,23,3,0.000000
4,24,1,0.000000
4,24,2,0.000000
4,24,3,0.000000
5,1,1,0.000000
5,1,2,0.000000
5,1,3,0.000000
5,2,1,0.000000
5,2,2,0.000000
5,2,3,0.000000
5,3,1,0.000000
5,3,2,0.000000
5,3,3,0.000000
5,4,1,0.000000
5,4,2,0.000000
5,4,3,0.000000
5,5,1,0.000000
5,5,2,0.000000
5,5,3,0.000000
5,6,1,0.000000
5,6,2,0.000000
5,6,3,236.747787
5,7,1,244.216179
5,7,2,0.000000
5,7,3,365.215632
5,8,1,108.413037
5,8,2,309.184647
5,8,3,672.554301
5,9,1,149.801433
5,9,2,303.049614
5,9,3,362.386101
5,10,1,266.596815
5,10,2,825.486393
5,10,3,545.157957
5,11,1,61.521561
5,11,2,314.224803
5,11,3,258.512931
5,12,1,187.983105
5,12,2,405.401529
5,12,3,79.293567
5,13,1,0.000000
5,13,2,637.865385
5,13,3,353.074083
5,14,1,289.983975
5,14,2,288.079584
5,14,3,570.271773
5,15,1,0.000000
5,15,2,176.578728
5,15,3,571.821477
5,16,1,33.796293
5,16,2,551.458281
5,16,3,850.980258
5,17,1,239.699238
5,17,2,694.804749
5,17,3,855.921519
5,18,1,339.275121
5,18,2,467.529276
5,18,3,1055.658639
5,19,1,137.473743
5,19,2,153.116949
5,19,3,0.000000
5,20,1,136.640001
5,20,2,123.172506
5,20,3,0.000000
5,21,1,0.000000
5,21,2,0.000000
5,21,3,148.379556
5,22,1,0.000000
5,22,2,137.129100
5,22,3,0.000000
5,23,1,0.000000
5,23,2,0.000000
5,23,3,0.000000
5,24,1,0.000000
5,24,2,0.000000
5,24,3,0.000000
6,1,1,0.000000
6,1,2,0.000000
6,1,3,0.000000
6,2,1,0.000000
6,2,2,0.000000
6,2,3,0.000000
6,3,1,0.000000
6,3,2,0.000000
6,3,3,0.000000
6,4,1,0.000000
6,4,2,0.000000
6,4,3,0.000000
6,5,1,0.000000
6,5,2,0.000000
6,5,3,0.000000
6,6,1,0.000000
6,6,2,0.000000
6,6,3,37.977195
6,7,1,36.898761
6,7,2,216.442116
6,7,3,196.379658
6,8,1,529.432464
6,8,2,206.495727
6,8,3,398.651802
6,9,1,25.935504
6,9,2,129.577575
6,9,3,323.930469
6,10,1,575.565750
6,10,2,304.106325
6,10,3,562.117125
6,11,1,134.108259
6,11,2,0.000000
6,11,3,0.000000
6,12,1,0.000000
6,12,2,0.000000
6,12,3,101.349483
6,13,1,882.863883
6,13,2,344.172486
6,13,3,224.854506
6,14,1,402.481740
6,14,2,377.478369
6,14,3,219.305835
6,15,1,136.406157
6,15,2,432.576882
6,15,3,275.780541
6,16,1,195.300813
6,16,2,872.560791
6,16,3,1105.535517
6,17,1,475.054260
6,17,2,690.563805
6,17,3,210.631530
6,18,1,594.242175
6,18,2,413.629461
6,18,3,643.010280
6,19,1,46.445136
6,19,2,90.627033
6,19,3,0.000000
6,20,1,92.286498
6,20,2,137.450148
6,20,3,460.572246
6,21,1,0.000000
6,21,2,139.851522
6,21,3,0.000000
6,22,1,61.741107
6,22,2,0.000000
6,22,3,0.000000
6,23,1,0.000000
6,23,2,0.000000
6,23,3,0.000000
6,24,1,0.000000
6,24,2,0.000000
6,24,3,0.000000
7,1,1,0.000000
7,1,2,0.000000
7,1,3,0.000000
7,2,1,0.000000
7,2,2,0.000000
7,2,3,0.000000
7,3,1,0.000000
7,3,2,0.000000
7,3,3,0.000000
7,4,1,0.000000
7,4,2,0.000000
7,4,3,0.000000
7,5,1,0.000000
7,5,2,0.000000
7,5,3,0.000000
7,6,1,0.000000
7,6,2,0.000000
7,6,3,256.360866
7,7,1,291.237123
7,7,2,0.000000
7,7,3,327.137754
7,8,1,161.631033
7,8,2,277.655643
7,8,3,514.721412
7,9,1,163.868868
7,9,2,410.931480
7,9,3,295.475712
7,10,1,244.389891
7,10,2,720.670452
7,10,3,391.678497
7,11,1,72.473772
7,11,2,362.076426
7,11,3,233.776014
7,12,1,299.914233
7,12,2,435.878766
7,12,3,91.685439
7,13,1,0.000000
7,13,2,558.395139
7,13,3,458.226240
7,14,1,458.274585
7,14,2,229.387662
7,14,3,936.337758
7,15,1,0.000000
7,15,2,190.338957
7,15,3,584.302818
7,16,1,41.329698
7,16,2,796.287603
7,16,3,1258.607751
7,17,1,213.504510
7,17,2,715.681479
7,17,3,761.162319
7,18,1,408.844161
7,18,2,330.362844
7,18,3,704.921238
7,19,1,140.795586
7,19,2,203.485590
7,19,3,0.000000
7,20,1,134.981352
7,20,2,88.552902
7,20,3,0.000000
7,21,1,0.000000
7,21,2,0.000000
7,21,3,215.946195
7,22,1,0.000000
7,22,2,139.267248
7,22,3,0.000000
7,23,1,0.000000
7,23,2,0.000000
7,23,3,0.000000
7,24,1,0.000000
7,24,2,0.000000
7,24,3,0.000000
8,1,1,0.000000
8,1,2,0.000000
8,1,3,0.000000
8,2,1,0.000000
8,2,2,0.000000
8,2,3,0.000000
8,3,1,0.000000
8,3,2,0.000000
8,3,3,0.000000
8,4,1,0.000000
8,4,2,0.000000
8,4,3,0.000000
8,5,1,0.000000
8,5,2,0.000000
8,5,3,0.000000
8,6,1,0.000000
8,6,2,0.000000
8,6,3,30.370191
8,7,1,66.061659
8,7,2,263.160099
8,7,3,268.694229
8,8,1,479.115324
8,8,2,132.162963
8,8,3,452.743917
8,9,1,32.376204
8,9,2,141.263232
8,9,3,384.426039
8,10,1,417.830106
8,10,2,273.837171
8,10,3,726.907980
8,11,1,161.243298
8,11,2,0.000000
8,11,3,0.000000
8,12,1,0.000000
8,12,2,0.000000
8,12,3,131.042739
8,13,1,818.536188
8,13,2,559.695153
8,13,3,231.150429
8,14,1,502.231875
8,14,2,315.451173
8,14,3,271.368837
8,15,1,150.921897
8,15,2,392.109036
8,15,3,201.644658
8,16,1,143.958048
8,16,2,691.390971
8,16,3,684.176004
8,17,1,427.951380
8,17,2,836.858247
8,17,3,262.224561
8,18,1,551.908404
8,18,2,485.061183
8,18,3,405.424380
8,19,1,57.776499
8,19,2,106.178892
8,19,3,0.000000
8,20,1,138.117084
8,20,2,143.349402
8,20,3,468.347847
8,21,1,0.000000
8,21,2,163.964799
8,21,3,0.000000
8,22,1,131.569983
8,22,2,0.000000
8,22,3,0.000000
8,23,1,0.000000
8,23,2,0.000000
8,23,3,0.000000
8,24,1,0.000000
8,24,2,0.000000
8,24,3,0.000000
9,1,1,0.000000
9,1,2,0.000000
9,1,3,0.000000
9,2,1,0.000000
9,2,2,0.000000
9,2,3,0.000000
9,3,1,0.000000
9,3,2,0.000000
9,3,3,0.000000
9,4,1,0.000000
