scenario_a,t,region,DEV_ch_fa_kW
1,1,1,0.000000
1,1,2,0.000000
1,1,3,0.000000
1,2,1,0.000000
1,2,2,0.000000
1,2,3,0.000000
1,3,1,0.000000
1,3,2,0.000000
1,3,3,0.000000
1,4,1,0.000000
1,4,2,0.000000
1,4,3,0.000000
1,5,1,0.000000
1,5,2,0.000000
1,5,3,0.000000
1,6,1,0.000000
1,6,2,0.000000
1,6,3,132.975090
1,7,1,185.912445
1,7,2,0.000000
1,7,3,97.204310
1,8,1,71.345493
1,8,2,163.245324
1,8,3,239.095090
1,9,1,72.316959
1,9,2,228.463794
1,9,3,240.000000
1,10,1,158.747195
1,10,2,341.805266
1,10,3,213.902292
1,11,1,33.322100
1,11,2,118.037689
1,11,3,102.101251
1,12,1,114.710521
1,12,2,188.159943
1,12,3,46.839054
1,13,1,0.000000
1,13,2,268.530548
1,13,3,194.550306
1,14,1,151.780079
1,14,2,111.464808
1,14,3,403.629280
1,15,1,0.000000
1,15,2,134.100593
1,15,3,187.933393
1,16,1,17.202270
1,16,2,446.305370
1,16,3,606.308405
1,17,1,178.331159
1,17,2,234.489780
1,17,3,301.359755
1,18,1,148.890856
1,18,2,190.202061
1,18,3,445.796451
1,19,1,89.703603
1,19,2,90.187356
1,19,3,0.000000
1,20,1,49.865915
1,20,2,67.200000
1,20,3,0.000000
1,21,1,0.000000
1,21,2,0.000000
1,21,3,71.284813
1,22,1,0.000000
1,22,2,76.494490
1,22,3,0.000000
1,23,1,0.000000
1,23,2,0.000000
1,23,3,0.000000
1,24,1,0.000000
1,24,2,0.000000
1,24,3,0.000000
2,1,1,0.000000
2,1,2,0.000000
2,1,3,0.000000
2,2,1,0.000000
2,2,2,0.000000
2,2,3,0.000000
2,3,1,0.000000
2,3,2,0.000000
2,3,3,0.000000
2,4,1,0.000000
2,4,2,0.000000
2,4,3,0.000000
2,5,1,0.000000
2,5,2,0.000000
2,5,3,0.000000
2,6,1,0.000000
2,6,2,0.000000
2,6,3,15.378698
2,7,1,24.257431
2,7,2,158.167699
2,7,3,139.102244
2,8,1,339.811857
2,8,2,74.521646
2,8,3,166.218489
2,9,1,18.404162
2,9,2,72.585909
2,9,3,161.314097
2,10,1,390.155800
2,10,2,216.218908
2,10,3,360.114482
2,11,1,70.697305
2,11,2,0.000000
2,11,3,0.000000
2,12,1,0.000000
2,12,2,0.000000
2,12,3,105.211758
2,13,1,465.734585
2,13,2,238.800900
2,13,3,133.886436
2,14,1,158.386516
2,14,2,155.498545
2,14,3,135.085206
2,15,1,81.465785
2,15,2,220.482811
2,15,3,90.655245
2,16,1,63.979941
2,16,2,391.489006
2,16,3,334.899217
2,17,1,167.164425
2,17,2,544.426822
2,17,3,141.234760
2,18,1,291.005296
2,18,2,185.720835
2,18,3,156.897706
2,19,1,33.378291
2,19,2,54.630896
2,19,3,0.000000
2,20,1,92.227074
2,20,2,71.489035
2,20,3,244.356939
2,21,1,0.000000
2,21,2,90.884208
2,21,3,0.000000
2,22,1,57.543204
2,22,2,0.000000
2,22,3,0.000000
2,23,1,0.000000
2,23,2,0.000000
2,23,3,0.000000
2,24,1,0.000000
2,24,2,0.000000
2,24,3,0.000000
3,1,1,0.000000
3,1,2,0.000000
3,1,3,0.000000
3,2,1,0.000000
3,2,2,0.000000
3,2,3,0.000000
3,3,1,0.000000
3,3,2,0.000000
3,3,3,0.000000
3,4,1,0.000000
3,4,2,0.000000
3,4,3,0.000000
3,5,1,0.000000
3,5,2,0.000000
3,5,3,0.000000
3,6,1,0.000000
3,6,2,0.000000
3,6,3,150.518703
3,7,1,159.073013
3,7,2,0.000000
3,7,3,171.041693
3,8,1,82.855959
3,8,2,157.127706
3,8,3,382.969680
3,9,1,45.000000
3,9,2,150.705093
3,9,3,138.734159
3,10,1,117.950223
3,10,2,460.681712
3,10,3,255.274824
3,11,1,31.395544
3,11,2,142.029710
3,11,3,89.054364
3,12,1,165.068909
3,12,2,134.591286
3,12,3,47.410880
3,13,1,0.000000
3,13,2,320.648855
3,13,3,275.757716
3,14,1,216.323600
3,14,2,115.351446
3,14,3,464.228742
3,15,1,0.000000
3,15,2,110.515455
3,15,3,326.207764
3,16,1,24.667690
3,16,2,290.450311
3,16,3,467.697859
3,17,1,125.701983
3,17,2,323.765856
3,17,3,369.702009
3,18,1,318.597099
3,18,2,290.181378
3,18,3,384.840283
3,19,1,73.059386
3,19,2,65.349807
3,19,3,0.000000
3,20,1,77.172181
3,20,2,46.895955
3,20,3,0.000000
3,21,1,0.000000
3,21,2,0.000000
3,21,3,82.432697
3,22,1,0.000000
3,22,2,85.986489
3,22,3,0.000000
3,23,1,0.000000
3,23,2,0.000000
3,23,3,0.000000
3,24,1,0.000000
3,24,2,0.000000
3,24,3,0.000000
4,1,1,0.000000
4,1,2,0.000000
4,1,3,0.000000
4,2,1,0.000000
4,2,2,0.000000
4,2,3,0.000000
4,3,1,0.000000
4,3,2,0.000000
4,3,3,0.000000
4,4,1,0.000000
4,4,2,0.000000
4,4,3,0.000000
4,5,1,0.000000
4,5,2,0.000000
4,5,3,0.000000
4,6,1,0.000000
4,6,2,0.000000
4,6,3,18.093301
4,7,1,20.092447
4,7,2,104.027158
4,7,3,90.775555
4,8,1,198.482387
4,8,2,54.725106
4,8,3,228.450954
4,9,1,13.989892
4,9,2,55.600905
4,9,3,189.001574
4,10,1,258.517156
4,10,2,155.829080
4,10,3,413.712999
4,11,1,79.455408
4,11,2,0.000000
4,11,3,0.000000
4,12,1,0.000000
4,12,2,0.000000
4,12,3,98.992960
4,13,1,575.956803
4,13,2,221.609775
4,13,3,88.676937
4,14,1,192.402726
4,14,2,135.257881
4,14,3,119.958294
4,15,1,77.315618
4,15,2,302.965280
4,15,3,92.650245
4,16,1,55.926467
4,16,2,442.187929
4,16,3,300.466659
4,17,1,214.886745
4,17,2,550.859545
4,17,3,136.080787
4,18,1,309.366846
4,18,2,167.259917
4,18,3,235.599471
4,19,1,29.246709
4,19,2,46.005106
4,19,3,0.000000
4,20,1,103.119269
4,20,2,87.640055
4,20,3,135.000000
4,21,1,0.000000
4,21,2,73.230970
4,21,3,0.000000
4,22,1,65.978390
4,22,2,0.000000
4,22,3,0.000000
4,23,1,0.000000
4,23,2,0.000000
4,23,3,0.000000
4,24,1,0.000000
4,24,2,0.000000
4,24,3,0.000000
5,1,1,0.000000
5,1,2,0.000000
5,1,3,0.000000
5,2,1,0.000000
5,2,2,0.000000
5,2,3,0.000000
5,3,1,0.000000
5,3,2,0.000000
5,3,3,0.000000
5,4,1,0.000000
5,4,2,0.000000
5,4,3,0.000000
5,5,1,0.000000
5,5,2,0.000000
5,5,3,0.000000
5,6,1,0.000000
5,6,2,0.000000
5,6,3,118.373894
5,7,1,122.108090
5,7,2,0.000000
5,7,3,182.607816
5,8,1,54.206519
5,8,2,154.592323
5,8,3,336.277151
5,9,1,74.900717
5,9,2,151.524807
5,9,3,181.193050
5,10,1,133.298407
5,10,2,412.743196
5,10,3,272.578979
5,11,1,30.760780
5,11,2,157.112402
5,11,3,129.256465
5,12,1,93.991552
5,12,2,202.700765
5,12,3,39.646783
5,13,1,0.000000
5,13,2,318.932692
5,13,3,176.537041
5,14,1,144.991987
5,14,2,144.039792
5,14,3,285.135886
5,15,1,0.000000
5,15,2,88.289364
5,15,3,285.910738
5,16,1,16.898146
5,16,2,275.729140
5,16,3,425.490129
5,17,1,119.849619
5,17,2,347.402375
5,17,3,427.960759
5,18,1,169.637561
5,18,2,233.764638
5,18,3,527.829319
5,19,1,68.736872
5,19,2,76.558475
5,19,3,0.000000
5,20,1,68.320000
5,20,2,61.586253
5,20,3,0.000000
5,21,1,0.000000
5,21,2,0.000000
5,21,3,74.189778
5,22,1,0.000000
5,22,2,68.564550
5,22,3,0.000000
5,23,1,0.000000
5,23,2,0.000000
5,23,3,0.000000
5,24,1,0.000000
5,24,2,0.000000
5,24,3,0.000000
6,1,1,0.000000
6,1,2,0.000000
6,1,3,0.000000
6,2,1,0.000000
6,2,2,0.000000
6,2,3,0.000000
6,3,1,0.000000
6,3,2,0.000000
6,3,3,0.000000
6,4,1,0.000000
6,4,2,0.000000
6,4,3,0.000000
6,5,1,0.000000
6,5,2,0.000000
6,5,3,0.000000
6,6,1,0.000000
6,6,2,0.000000
6,6,3,18.988598
6,7,1,18.449381
6,7,2,108.221058
6,7,3,98.189829
6,8,1,264.716232
6,8,2,103.247863
6,8,3,199.325901
6,9,1,12.967752
6,9,2,64.788788
6,9,3,161.965235
6,10,1,287.782875
6,10,2,152.053162
6,10,3,281.058562
6,11,1,67.054130
6,11,2,0.000000
6,11,3,0.000000
6,12,1,0.000000
6,12,2,0.000000
6,12,3,50.674741
6,13,1,441.431941
6,13,2,172.086243
6,13,3,112.427253
6,14,1,201.240870
6,14,2,188.739184
6,14,3,109.652918
6,15,1,68.203079
6,15,2,216.288441
6,15,3,137.890270
6,16,1,97.650407
6,16,2,436.280395
6,16,3,552.767759
6,17,1,237.527130
6,17,2,345.281903
6,17,3,105.315765
6,18,1,297.121087
6,18,2,206.814730
6,18,3,321.505140
6,19,1,23.222568
6,19,2,45.313516
6,19,3,0.000000
6,20,1,46.143249
6,20,2,68.725074
6,20,3,230.286123
6,21,1,0.000000
6,21,2,69.925761
6,21,3,0.000000
6,22,1,30.870553
6,22,2,0.000000
6,22,3,0.000000
6,23,1,0.000000
6,23,2,0.000000
6,23,3,0.000000
6,24,1,0.000000
6,24,2,0.000000
6,24,3,0.000000
7,1,1,0.000000
7,1,2,0.000000
7,1,3,0.000000
7,2,1,0.000000
7,2,2,0.000000
7,2,3,0.000000
7,3,1,0.000000
7,3,2,0.000000
7,3,3,0.000000
7,4,1,0.000000
7,4,2,0.000000
7,4,3,0.000000
7,5,1,0.000000
7,5,2,0.000000
7,5,3,0.000000
7,6,1,0.000000
7,6,2,0.000000
7,6,3,128.180433
7,7,1,145.618561
7,7,2,0.000000
7,7,3,163.568877
7,8,1,80.815517
7,8,2,138.827821
7,8,3,257.360706
7,9,1,81.934434
7,9,2,205.465740
7,9,3,147.737856
7,10,1,122.194945
7,10,2,360.335226
7,10,3,195.839248
7,11,1,36.236886
7,11,2,181.038213
7,11,3,116.888007
7,12,1,149.957117
7,12,2,217.939383
7,12,3,45.842720
7,13,1,0.000000
7,13,2,279.197569
7,13,3,229.113120
7,14,1,229.137293
7,14,2,114.693831
7,14,3,468.168879
7,15,1,0.000000
7,15,2,95.169478
7,15,3,292.151409
7,16,1,20.664849
7,16,2,398.143801
7,16,3,629.303876
7,17,1,106.752255
7,17,2,357.840740
7,17,3,380.581160
7,18,1,204.422080
7,18,2,165.181422
7,18,3,352.460619
7,19,1,70.397793
7,19,2,101.742795
7,19,3,0.000000
7,20,1,67.490676
7,20,2,44.276451
7,20,3,0.000000
7,21,1,0.000000
7,21,2,0.000000
7,21,3,107.973098
7,22,1,0.000000
7,22,2,69.633624
7,22,3,0.000000
7,23,1,0.000000
7,23,2,0.000000
7,23,3,0.000000
7,24,1,0.000000
7,24,2,0.000000
7,24,3,0.000000
8,1,1,0.000000
8,1,2,0.000000
8,1,3,0.000000
8,2,1,0.000000
8,2,2,0.000000
8,2,3,0.000000
8,3,1,0.000000
8,3,2,0.000000
8,3,3,0.000000
8,4,1,0.000000
8,4,2,0.000000
8,4,3,0.000000
8,5,1,0.000000
8,5,2,0.000000
8,5,3,0.000000
8,6,1,0.000000
8,6,2,0.000000
8,6,3,15.185096
8,7,1,33.030829
8,7,2,131.580050
8,7,3,134.347115
8,8,1,239.557662
8,8,2,66.081481
8,8,3,226.371959
8,9,1,16.188102
8,9,2,70.631616
8,9,3,192.213019
8,10,1,208.915053
8,10,2,136.918586
8,10,3,363.453990
8,11,1,80.621649
8,11,2,0.000000
8,11,3,0.000000
8,12,1,0.000000
8,12,2,0.000000
8,12,3,65.521369
8,13,1,409.268094
8,13,2,279.847577
8,13,3,115.575215
8,14,1,251.115938
8,14,2,157.725586
8,14,3,135.684418
8,15,1,75.460949
8,15,2,196.054518
8,15,3,100.822329
8,16,1,71.979024
8,16,2,345.695486
8,16,3,342.088002
8,17,1,213.975690
8,17,2,418.429123
8,17,3,131.112280
8,18,1,275.954202
8,18,2,242.530592
8,18,3,202.712190
8,19,1,28.888250
8,19,2,53.089446
8,19,3,0.000000
8,20,1,69.058542
8,20,2,71.674701
8,20,3,234.173924
8,21,1,0.000000
8,21,2,81.982399
8,21,3,0.000000
8,22,1,65.784992
8,22,2,0.000000
8,22,3,0.000000
8,23,1,0.000000
8,23,2,0.000000
8,23,3,0.000000
8,24,1,0.000000
8,24,2,0.000000
8,24,3,0.000000
9,1,1,0.000000
9,1,2,0.000000
9,1,3,0.000000
9,2,1,0.000000
9,2,2,0.000000
9,2,3,0.000000
9,3,1,0.000000
9,3,2,0.000000
9,3,3,0.000000
9,4,1,0.000000
9,4,2,0.000000
